key,logo,slot,arm,stage,first_approach,trained_first,trained_ever,dwell_s,returns_after_delivered_penalty,penalty_experienced,no_approach,loss,distance_mm,pam11_spikes,ppl101_spikes,delivered_cost_dose_ms,seconds
youtube-2-frozen,youtube,2,frozen,after_extinction,google,False,False,0.0,0,False,False,0.0,13.591298183894894,0,469,0.0,3.0000000000019065
youtube-2-frozen,youtube,2,frozen,high_cost,google,False,False,0.0,0,False,False,4.495461137800971,11.238652844502436,1,559,899.0922275601946,3.0000000000019065
youtube-2-frozen,youtube,2,frozen,punishment,google,False,False,0.0,0,False,False,1.1238652844502428,11.238652844502436,1,485,224.77305689004865,3.0000000000019065
youtube-3-paired,youtube,3,paired,withdrawal,instagram,False,False,0.0,0,False,False,0.0,15.177231911459597,0,462,0.0,3.0000000000019065
youtube-3-paired,youtube,3,paired,after_extinction,instagram,False,False,0.0,0,False,False,0.0,12.928124243523213,1,457,0.0,3.0000000000019065
youtube-3-paired,youtube,3,paired,high_cost,instagram,False,False,0.0,0,False,False,5.637635638533132,14.09408909633283,0,585,1127.527127706626,3.0000000000019065
youtube-3-paired,youtube,3,paired,punishment,instagram,False,False,0.0,0,False,False,1.649648929249454,16.496489292494545,0,475,329.92978584989083,2.960000000001822
youtube-3-unpaired,youtube,3,unpaired,withdrawal,instagram,False,False,0.0,0,False,False,0.0,14.532381018435688,0,469,0.0,3.0000000000019065
youtube-3-unpaired,youtube,3,unpaired,after_extinction,instagram,False,False,0.0,0,False,False,0.0,16.266050891287275,0,479,0.0,2.960000000001822
youtube-3-unpaired,youtube,3,unpaired,high_cost,instagram,False,False,0.0,0,False,False,6.631704016430987,16.57926004107747,0,613,1326.340803286198,3.0000000000019065
youtube-3-unpaired,youtube,3,unpaired,punishment,instagram,False,False,0.0,0,False,False,1.4732284270670652,14.73228427067065,0,505,294.64568541341293,3.0000000000019065
youtube-3-frozen,youtube,3,frozen,withdrawal,instagram,False,False,0.0,0,False,False,0.0,16.146271137051762,0,464,0.0,3.0000000000019065
youtube-3-frozen,youtube,3,frozen,after_extinction,instagram,False,False,0.0,0,False,False,0.0,12.00820742923563,0,456,0.0,3.0000000000019065
youtube-3-frozen,youtube,3,frozen,high_cost,instagram,False,False,0.0,0,False,False,6.4585084548207075,16.146271137051762,0,586,1291.7016909641416,3.0000000000019065
youtube-3-frozen,youtube,3,frozen,punishment,instagram,False,False,0.0,0,False,False,1.6146271137051769,16.146271137051762,0,492,322.9254227410354,3.0000000000019065
